LINE_ITEM_TYPE,TASK_CODE,ACTIVITY_CODE,EXPENSE_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE,MISMATCH,PROHIBITED_ADMIN,MIN_AMOUNT,MAX_AMOUNT,MIN_UNITS,MAX_UNITS,UNIT_COST,RECEIPT_REQUIRED,GENERATE_RECEIPT
FEE,L160,A362,,Track receipt of signature pages in an administrative spreadsheet,Paralegal,N,N,N,Y,,,,,,,
FEE,L160,A363,,Send routine reminder emails for outstanding signature pages and certificates,Paralegal,N,N,N,Y,,,,,,,
FEE,L120,A364,,Upload diligence documents to secure data room without substantive review,Paralegal,N,N,N,Y,,,,,,,
FEE,L110,A365,,Print and bind board approval materials for the proposed securities offering,Paralegal,N,N,N,Y,,,,,,,
FEE,L160,A366,,Scan executed officer certificates and save them to the closing folder,Paralegal,N,N,N,Y,,,,,,,
FEE,L110,A367,,Create contact sheet listing transaction participants and telephone numbers,Paralegal,N,N,N,Y,,,,,,,
FEE,L140,A368,,Calendar SEC filing deadlines and stock exchange notification dates,Paralegal,N,N,N,Y,,,,,,,
FEE,L160,A369,,Process financial printer invoice and route it for internal payment approval,Paralegal,N,N,N,Y,,,,,,,
FEE,L160,A370,,Archive routine transaction emails and final executed documents in the matter file,Paralegal,N,N,N,Y,,,,,,,
EXPENSE,,,E101,Black-and-white photocopies of client-requested document set,,N,N,N,N,10.0,120.0,25.0,600.0,0.18,N,N
EXPENSE,,,E101,Color photocopies of presentation and meeting materials,,N,N,N,N,15.0,180.0,10.0,250.0,0.65,N,N
EXPENSE,,,E101,Oversize document reproduction for matter materials,,N,N,N,N,25.0,250.0,5.0,80.0,2.5,N,N
EXPENSE,,,E102,Scanning and optical character recognition of matter documents,,N,N,N,N,20.0,300.0,50.0,1500.0,0.12,N,N
EXPENSE,,,E102,High-resolution scanning of signed and executed originals,,N,N,N,N,15.0,175.0,10.0,250.0,0.55,N,N
EXPENSE,,,E103,Local telephone conference charges attributable to matter,,N,N,N,N,5.0,45.0,1.0,1.0,,N,N
EXPENSE,,,E104,Domestic facsimile transmission charges for matter documents,,N,N,N,N,5.0,40.0,1.0,20.0,1.5,N,N
EXPENSE,,,E105,Federal Express overnight delivery of executed documents,,N,N,N,N,28.0,95.0,1.0,1.0,,Y,Y
EXPENSE,,,E105,UPS priority delivery of original signature pages,,N,N,N,N,22.0,85.0,1.0,1.0,,Y,Y
EXPENSE,,,E105,Local courier delivery of documents to client offices,,N,N,N,N,18.0,75.0,1.0,1.0,,Y,Y
EXPENSE,,,E105,Messenger delivery of time-sensitive documents to opposing counsel,,N,N,N,N,25.0,120.0,1.0,1.0,,Y,Y
EXPENSE,,,E105,International courier shipment of original legal documents,,N,N,N,N,65.0,275.0,1.0,1.0,,Y,Y
EXPENSE,,,E106,Certified mail with return receipt for formal correspondence,,N,N,N,N,8.0,35.0,1.0,5.0,,Y,Y
EXPENSE,,,E106,Priority Mail shipment of matter documents,,N,N,N,N,12.0,55.0,1.0,3.0,,Y,Y
EXPENSE,,,E106,Postage for bulk mailing of matter-related notices,,N,N,N,N,15.0,180.0,25.0,500.0,0.68,N,N
EXPENSE,,,E107,Online legal research database charges for targeted research,,N,N,N,N,35.0,450.0,1.0,1.0,,Y,Y
EXPENSE,,,E107,Specialized regulatory research database access charge,,N,N,N,N,50.0,600.0,1.0,1.0,,Y,Y
EXPENSE,,,E107,Public records database search charge,,N,N,N,N,20.0,250.0,1.0,1.0,,Y,Y
EXPENSE,,,E108,Certified copy fee for official public record,,N,N,N,N,15.0,125.0,1.0,5.0,,Y,Y
EXPENSE,,,E108,Government agency document retrieval charge,,N,N,N,N,20.0,200.0,1.0,1.0,,Y,Y
EXPENSE,,,E109,Personal automobile mileage for approved matter travel,,N,N,N,N,20.0,350.0,15.0,400.0,0.7,N,N
EXPENSE,,,E109,Mileage for travel to client meeting,,N,N,N,N,15.0,180.0,10.0,200.0,0.7,N,N
EXPENSE,,,E109,Mileage for travel to government or court office,,N,N,N,N,15.0,220.0,10.0,250.0,0.7,N,N
EXPENSE,,,E110,Economy airfare for approved domestic matter travel,,N,N,N,N,225.0,950.0,1.0,1.0,,Y,Y
EXPENSE,,,E110,Economy airfare for approved international matter travel,,N,N,N,N,650.0,3500.0,1.0,1.0,,Y,Y
EXPENSE,,,E110,Rail fare for approved intercity matter travel,,N,N,N,N,45.0,450.0,1.0,1.0,,Y,Y
EXPENSE,,,E110,Taxi fare for approved matter-related ground transportation,,N,N,N,N,15.0,95.0,1.0,1.0,,Y,Y
EXPENSE,,,E110,Rideshare fare for approved matter-related transportation,,N,N,N,N,12.0,85.0,1.0,1.0,,Y,Y
EXPENSE,,,E110,Airport shuttle fare for approved matter travel,,N,N,N,N,18.0,75.0,1.0,1.0,,Y,Y
EXPENSE,,,E110,Rental car charge for approved matter travel,,N,N,N,N,65.0,425.0,1.0,4.0,,Y,Y
EXPENSE,,,E111,Hotel lodging for approved out-of-town matter travel,,N,N,N,N,140.0,475.0,1.0,5.0,,Y,Y
EXPENSE,,,E111,Hotel internet charge during approved matter travel,,N,N,N,N,10.0,45.0,1.0,5.0,,Y,Y
EXPENSE,,,E112,Breakfast during approved out-of-town matter travel,,N,N,N,N,12.0,40.0,1.0,1.0,,Y,Y
EXPENSE,,,E112,Lunch during approved out-of-town matter travel,,N,N,N,N,15.0,55.0,1.0,1.0,,Y,Y
EXPENSE,,,E112,Dinner during approved out-of-town matter travel,,N,N,N,N,25.0,95.0,1.0,1.0,,Y,Y
EXPENSE,,,E113,Parking charge for approved matter-related travel,,N,N,N,N,8.0,75.0,1.0,1.0,,Y,Y
EXPENSE,,,E113,Airport parking for approved matter travel,,N,N,N,N,25.0,180.0,1.0,5.0,,Y,Y
EXPENSE,,,E113,Road tolls incurred during approved matter travel,,N,N,N,N,5.0,45.0,1.0,6.0,,Y,Y
EXPENSE,,,E114,Court or agency filing fee for matter submission,,N,N,N,N,25.0,750.0,1.0,1.0,,Y,Y
EXPENSE,,,E115,Process service fee for formal delivery of legal documents,,N,N,N,N,45.0,225.0,1.0,1.0,,Y,Y
EXPENSE,,,E116,Witness fee and statutory mileage reimbursement,,N,N,N,N,40.0,250.0,1.0,1.0,,Y,Y
EXPENSE,,,E117,Court reporter appearance charge,,N,N,N,N,150.0,750.0,1.0,1.0,,Y,Y
EXPENSE,,,E118,Outside document processing vendor charge,,N,N,N,N,75.0,850.0,1.0,1.0,,Y,Y
EXPENSE,,,E119,Temporary secure data storage charge for matter materials,,N,N,N,N,25.0,350.0,1.0,1.0,,Y,Y
EXPENSE,,,E120,Translation service for matter-related documents,,N,N,N,N,100.0,1800.0,1.0,1.0,,Y,Y
EXPENSE,,,E120,Interpretation service for matter-related meeting,,N,N,N,N,150.0,1200.0,1.0,1.0,,Y,Y
EXPENSE,,,E121,Notary fee for execution of matter documents,,N,N,N,N,10.0,75.0,1.0,5.0,,Y,Y
EXPENSE,,,E122,Specialized consultant pass-through charge,,N,N,N,N,250.0,5000.0,1.0,1.0,,Y,Y
EXPENSE,,,E123,Secure virtual data room user or storage charge,,N,N,N,N,75.0,1500.0,1.0,1.0,,Y,Y
EXPENSE,,,E124,Miscellaneous government certification or authentication fee,,N,N,N,N,20.0,350.0,1.0,1.0,,Y,Y
EXPENSE,,,E114,SEC registration statement filing fee,,N,N,N,N,500.0,25000.0,1.0,1.0,,Y,Y
EXPENSE,,,E114,SEC transaction filing fee adjustment,,N,N,N,N,250.0,15000.0,1.0,1.0,,Y,Y
EXPENSE,,,E114,FINRA corporate financing filing fee,,N,N,N,N,500.0,10000.0,1.0,1.0,,Y,Y
EXPENSE,,,E114,Stock exchange initial listing application fee,,N,N,N,N,5000.0,50000.0,1.0,1.0,,Y,Y
EXPENSE,,,E114,Stock exchange supplemental listing fee,,N,N,N,N,1000.0,15000.0,1.0,1.0,,Y,Y
EXPENSE,,,E114,State blue sky notice filing fee,,N,N,N,N,50.0,1500.0,1.0,1.0,,Y,Y
EXPENSE,,,E114,State securities registration filing fee,,N,N,N,N,100.0,2500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,EDGAR filing agent conversion and submission charge,,N,N,N,N,500.0,5000.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,EDGAR filing agent rush submission surcharge,,N,N,N,N,250.0,2500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Financial printer typesetting and document production charge,,N,N,N,N,1000.0,15000.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Financial printer overnight revision cycle charge,,N,N,N,N,500.0,7500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Prospectus printing and distribution vendor charge,,N,N,N,N,1000.0,20000.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Roadshow presentation production vendor charge,,N,N,N,N,1000.0,15000.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Virtual roadshow hosting platform charge,,N,N,N,N,500.0,7500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,CUSIP number assignment service fee,,N,N,N,N,100.0,1000.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,ISIN identifier assignment service fee,,N,N,N,N,100.0,1200.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,LEI registration or renewal service fee,,N,N,N,N,75.0,500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Transfer agent document processing charge,,N,N,N,N,250.0,3500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Trustee document review and transaction setup charge,,N,N,N,N,500.0,7500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Depositary or paying agent transaction setup charge,,N,N,N,N,500.0,7500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,DTC eligibility processing charge,,N,N,N,N,500.0,5000.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,UCC lien search vendor charge,,N,N,N,N,75.0,750.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Good standing certificate service provider charge,,N,N,N,N,50.0,500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Lien and judgment search package charge,,N,N,N,N,150.0,1500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,OFAC and sanctions screening vendor charge,,N,N,N,N,100.0,1200.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Beneficial ownership verification vendor charge,,N,N,N,N,100.0,1500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Auditor comfort letter support vendor charge,,N,N,N,N,500.0,5000.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Independent verification agent charge,,N,N,N,N,500.0,7500.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Capitalization table verification service charge,,N,N,N,N,500.0,5000.0,1.0,1.0,,Y,Y
EXPENSE,,,E122,Securities holder mailing list processing charge,,N,N,N,N,250.0,3500.0,1.0,1.0,,Y,Y
EXPENSE,,,E123,Secure transaction virtual data room charge,,N,N,N,N,500.0,10000.0,1.0,1.0,,Y,Y
EXPENSE,,,E123,Virtual data room additional storage charge,,N,N,N,N,100.0,2500.0,1.0,1.0,,Y,Y
EXPENSE,,,E123,Electronic signature platform transaction room charge,,N,N,N,N,100.0,1500.0,1.0,1.0,,Y,Y
EXPENSE,,,E120,Translation of offering memorandum for foreign investors,,N,N,N,N,1000.0,10000.0,1.0,1.0,,Y,Y
EXPENSE,,,E120,Translation of investor presentation materials,,N,N,N,N,500.0,5000.0,1.0,1.0,,Y,Y
EXPENSE,,,E120,Certified translation of foreign issuer corporate records,,N,N,N,N,300.0,3500.0,1.0,1.0,,Y,Y
EXPENSE,,,E108,Certified charter document retrieval charge,,N,N,N,N,25.0,300.0,1.0,1.0,,Y,Y
EXPENSE,,,E108,Certified good standing certificate government fee,,N,N,N,N,25.0,250.0,1.0,1.0,,Y,Y
EXPENSE,,,E108,Certified UCC filing record retrieval charge,,N,N,N,N,25.0,250.0,1.0,1.0,,Y,Y
EXPENSE,,,E121,Notarization of closing signature documents,,N,N,N,N,25.0,250.0,1.0,10.0,,Y,Y
EXPENSE,,,E124,Apostille of transaction closing documents,,N,N,N,N,75.0,750.0,1.0,1.0,,Y,Y
EXPENSE,,,E105,Same-day courier of original closing documents,,N,N,N,N,50.0,250.0,1.0,1.0,,Y,Y
EXPENSE,,,E105,International courier of executed transaction documents,,N,N,N,N,75.0,400.0,1.0,1.0,,Y,Y
EXPENSE,,,E101,Printing of transaction closing sets,,N,N,N,N,100.0,1500.0,1.0,10.0,,Y,Y
EXPENSE,,,E101,Bound closing book production charge,,N,N,N,N,150.0,2500.0,1.0,10.0,,Y,Y
EXPENSE,,,E118,Electronic closing book compilation vendor charge,,N,N,N,N,500.0,5000.0,1.0,1.0,,Y,Y
EXPENSE,,,E118,XBRL tagging and validation service charge,,N,N,N,N,500.0,7500.0,1.0,1.0,,Y,Y
EXPENSE,,,E118,Inline XBRL document conversion service charge,,N,N,N,N,500.0,7500.0,1.0,1.0,,Y,Y
EXPENSE,,,E107,Securities law research database transaction charge,,N,N,N,N,100.0,1200.0,1.0,1.0,,Y,Y
EXPENSE,,,E119,Encrypted storage media for transaction archive,,N,N,N,N,75.0,350.0,1.0,1.0,,Y,Y
