LINE_ITEM_TYPE,TASK_CODE,ACTIVITY_CODE,EXPENSE_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE,MISMATCH,PROHIBITED_ADMIN,MIN_AMOUNT,MAX_AMOUNT,MIN_UNITS,MAX_UNITS,UNIT_COST,RECEIPT_REQUIRED,GENERATE_RECEIPT
FEE,L110,A107,,Draft initial disclosures regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A101,,Prepare witness examination outlines re trial preparation; Review expert retention strategy; Analyze opposing counsel tactics re settlement framework; Prepare for settlement conference; Evaluate appeal issues,Partner,Y,N,N,N,,,,,,,
FEE,L200,A112,,Mentor Associate on brief structure re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L320,A111,,Evaluate removal/remand options regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft opposition to motion to compel re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy regarding litigation strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy regarding expert strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A111,,Attend hearing and argue motion re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L120,A113,,Analyze upcoming litigation milestones re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Review document set for production issues regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft reply brief regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A101,,Assess risk and exposure estimates,Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A103,,Review motion package for local rule compliance re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L110,A105,,Legal research on dispositive issues regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L240,A110,,Evaluate removal/remand options re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L240,A107,,Draft responses to RFPs and RFAs re mediation planning,Associate,N,N,N,N,,,,,,,
FEE,L200,A108,,Finalize motion submission strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L200,A110,,Review and summarize deposition transcript re motion practice with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L440,A107,,Revise privilege log entries,Associate,N,N,N,N,,,,,,,
FEE,L110,A112,,Review opposing expert report regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L200,A111,,Attend hearing and argue motion re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L400,A103,,Prepare exhibit list cross-references re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L110,A101,,Strategy conference re case posture regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L110,A112,,Review expert retention strategy regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A103,,Prepare interrogatories and RFPs regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript re settlement framework with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L400,A113,,Analyze exhibit set for hearing strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L500,A107,,Draft responses to RFPs and RFAs re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L200,A101,,Approve final brief for court submission re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L200,A105,,Research sanctions standards; Draft motion for summary judgment re discovery issues; Legal research on dispositive issues; Draft mediation brief; Revise discovery responses regarding litigation strategy (follow-up),Associate,Y,N,N,N,,,,,,,
FEE,L300,A110,,Review document set for production issues regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L400,A105,,Research sanctions standards re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Analyze service requirements under applicable rules regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Compile record citations regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft mediation brief regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,High-level review of draft motion regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A112,,Analyze opposing counsel tactics re trial preparation,Partner,N,N,N,N,,,,,,,
FEE,L200,A110,,Approve deposition strategy; Assess risk and exposure estimates; Mentor Associate on brief structure regarding deposition strategy; Review expert retention strategy re settlement framework,Partner,Y,N,N,N,,,,,,,
FEE,L200,A111,,Attend hearing and argue motion re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L110,A101,,Conference with {NAME_PLACEHOLDER} re strategy regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare interrogatories and RFPs regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A103,,Review motion package for local rule compliance regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L400,A107,,Draft protective order re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L120,A105,,Research expert admissibility (Daubert) regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A101,,Draft pretrial conference statement re discovery issues with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L420,A101,,Outline oral argument themes re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Evaluate removal/remand options regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L120,A105,,Research sanctions standards regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L240,A112,,Analyze opposing counsel tactics re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Analyze upcoming litigation milestones regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A102,,Meet and confer with opposing counsel re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L240,A112,,Analyze opposing counsel tactics re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L200,A101,,Conference with {NAME_PLACEHOLDER} re strategy re mediation planning; High-level review of draft motion; Mentor Associate on brief structure re trial preparation; Evaluate removal/remand options; Prepare for hearing; refine arguments re discovery issues,Partner,Y,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript regarding procedural strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L230,A103,,Analyze case chronology re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L100,A103,,Review motion package for local rule compliance re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare witness examination outlines regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A101,,Evaluate settlement options regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft joint case management statement regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft responses to RFPs and RFAs re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L110,A112,,Review expert retention strategy re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Mentor Associate on brief structure regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L240,A109,,Analyze privilege log entries re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L110,A101,,Review document vendor output for production issues regarding expert strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A113,,Analyze exhibit set for hearing strategy regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L110,A101,,Strategy conference re case posture regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L200,A110,,Attend hearing and argue motion regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A101,,Strategy conference re case posture regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript regarding expert strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy re mediation planning with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy regarding expert strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A102,,Meet and confer with opposing counsel re settlement framework with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L300,A103,,Review motion package for local rule compliance re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition strategy for {NAME_PLACEHOLDER} re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline re discovery issues with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A110,,Approve final brief for court submission re trial preparation,Partner,N,N,N,N,,,,,,,
FEE,L120,A112,,Review and analyze case law updates,Associate,N,N,N,N,,,,,,,
FEE,L110,A101,,Strategy conference re case posture re mediation planning with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A112,,Analyze opposing counsel tactics re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L400,A103,,Prepare trial notebook sections regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L110,A112,,Review expert retention strategy regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A108,,Prepare interrogatories and RFPs re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L110,A101,,Strategy conference re case posture with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L210,A107,,Draft protective order,Associate,N,N,N,N,,,,,,,
FEE,L200,A110,,Approve final brief for court submission regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A113,,Analyze exhibit set for hearing strategy regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Review correspondence for litigation strategy regarding deposition strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Approve final brief for court submission re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L320,A107,,Draft notice of removal re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Approve final brief for court submission re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and analyze case law updates regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A112,,Review trial exhibit list,Partner,N,N,N,N,,,,,,,
FEE,L420,A112,,Analyze case chronology,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A111,,Prepare hearing strategy re motion practice,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft initial disclosures re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft reply brief regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline regarding expert strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare exhibit list cross-references,Associate,N,N,N,N,,,,,,,
FEE,L200,A111,,Analyze brief authorities and record citations re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A113,,Review document set for production issues re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A101,,Draft letter to {NAME_PLACEHOLDER} re settlement positions regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L120,A103,,Review motion package for local rule compliance regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A103,,Prepare deposition plan and witness outline regarding deposition strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Analyze upcoming litigation milestones regarding deposition strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L320,A111,,Evaluate removal/remand options regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L240,A101,,Draft letter to {NAME_PLACEHOLDER} re settlement positions re mediation planning,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,High-level review of draft motion re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L200,A111,,Prepare for hearing; refine arguments; Approve final brief for court submission; Analyze opposing counsel tactics; Review discovery plan and priorities regarding procedural strategy (follow-up),Partner,Y,N,N,N,,,,,,,
FEE,L400,A102,,Meet and confer with opposing counsel re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline re trial preparation with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L320,A107,,Draft initial disclosures regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A105,,Research sanctions standards regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L330,A109,,Prepare witness availability chart regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A101,,Draft pretrial conference statement,Associate,N,N,N,N,,,,,,,
FEE,L240,A113,,Review correspondence for litigation strategy re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A106,,Prepare trial notebook sections re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft responses to RFPs and RFAs re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft motion to dismiss regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L110,A107,,Draft subpoena to third party regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A112,,Review trial exhibit list re trial preparation,Partner,N,N,N,N,,,,,,,
FEE,L120,A112,,Review case assessment and litigation priorities,Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft mediation brief regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L110,A112,,Review case assessment and litigation priorities regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft joint case management statement regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L320,A113,,Prepare and serve subpoenas re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A112,,Review discovery plan and priorities re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy re compliance with local rules,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A102,,Meet and confer with opposing counsel re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A113,,Analyze exhibit set for hearing strategy re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft reply brief regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L110,A112,,Review expert retention strategy re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L120,A102,,Analyze upcoming litigation milestones regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A102,,Evaluate settlement options regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L120,A102,,Evaluate settlement options regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A110,,Approve final brief for court submission regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft notice of deposition re motion practice,Paralegal,N,N,N,N,,,,,,,
FEE,L430,A110,,Prepare witness examination outlines re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L200,A113,,Review document set for production issues re motion practice,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A107,,Draft notice of removal regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Analyze exhibit set for hearing strategy regarding deposition strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Outline oral argument themes regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L320,A105,,Prepare and serve subpoenas regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L410,A107,,Draft joint case management statement re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L120,A102,,Analyze upcoming litigation milestones regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition strategy for {NAME_PLACEHOLDER} re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy regarding litigation strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L200,A110,,Mentor Associate on brief structure re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Mentor Associate on brief structure regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L120,A113,,Analyze upcoming litigation milestones re compliance with local rules,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A113,,Analyze brief authorities and record citations,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft motion for summary judgment re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare interrogatories and RFPs re mediation planning,Associate,N,N,N,N,,,,,,,
FEE,L300,A112,,Review case assessment and litigation priorities re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L110,A105,,Prepare jury instructions research,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy re discovery issues with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L110,A112,,Review expert retention strategy regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L120,A105,,Research sanctions standards regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Analyze document production for key facts regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline re settlement framework with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A101,,Finalize motion submission strategy regarding expert strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A107,,Revise privilege log entries re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L230,A101,,Prepare for settlement conference re compliance with local rules with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L240,A112,,Prepare witness availability chart re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A107,,Revise discovery responses re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L300,A101,,Strategy conference re case posture regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A105,,Track discovery deficiencies re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of removal regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L320,A101,,Prepare and serve subpoenas re compliance with local rules,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A103,,Track discovery deficiencies re compliance with local rules; Prepare deposition strategy for {NAME_PLACEHOLDER}; Review motion package for local rule compliance,Paralegal,Y,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L240,A103,,Review motion package for local rule compliance re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline regarding procedural strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L300,A101,,Analyze case chronology re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L500,A105,,Evaluate appeal issues regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A105,,Research sanctions standards re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L400,A113,,Analyze exhibit set for hearing strategy regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A101,,Draft pretrial conference statement re discovery issues with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A105,,Prepare jury instructions research regarding deposition strategy; Draft reply brief; Revise privilege log entries re trial preparation,Associate,Y,N,N,N,,,,,,,
FEE,L110,A107,,Draft responses to RFPs and RFAs regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L130,A107,,Evaluate removal/remand options re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L400,A103,,Prepare trial notebook sections regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L330,A101,,Prepare for settlement conference,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Review trial exhibit list regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare exhibit list cross-references,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft subpoena to third party re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition outline for {NAME_PLACEHOLDER} re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft motion to dismiss re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L120,A112,,Review case assessment and litigation priorities regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L200,A105,,Research sanctions standards re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L320,A107,,Draft subpoena to third party re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L110,A112,,Analyze opposing counsel tactics regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A112,,Review trial exhibit list regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L120,A107,,Draft subpoena to third party regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft opposition to motion to compel re mediation planning,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare exhibit list cross-references regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft motion for summary judgment,Associate,N,N,N,N,,,,,,,
FEE,L110,A105,,Research sanctions standards regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L200,A113,,Approve final brief for court submission re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L510,A112,,Analyze document production for key facts regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L210,A101,,Prepare for settlement conference re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft joint case management statement regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A109,,Prepare trial notebook sections re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A105,,Assess risk and exposure estimates re trial preparation,Partner,N,N,N,N,,,,,,,
FEE,L200,A106,,Mentor Associate on brief structure regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft joint case management statement regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A105,,Research sanctions standards regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L110,A112,,Review expert retention strategy re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L130,A107,,Revise privilege log entries re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L110,A105,,Research sanctions standards regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A105,,Research expert admissibility (Daubert) re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L200,A101,,Prepare for settlement conference re motion practice with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A105,,Prepare jury instructions research regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L500,A105,,Research expert admissibility (Daubert) re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L300,A101,,Draft letter to {NAME_PLACEHOLDER} re settlement positions regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L110,A101,,Conference with {NAME_PLACEHOLDER} re strategy regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Revise privilege log entries re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition regarding expert strategy to {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A111,,Attend hearing and argue motion re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L110,A112,,Review expert retention strategy re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L200,A111,,Evaluate settlement options re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A110,,Attend hearing and argue motion regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A101,,Conference with {NAME_PLACEHOLDER} re strategy re trial preparation,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Review trial exhibit list regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L110,A105,,Prepare jury instructions research regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L440,A107,,Assess risk and exposure estimates re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition to {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft opposition to motion to compel re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Assess risk and exposure estimates regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy re trial preparation with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L400,A113,,Review correspondence for litigation strategy re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L100,A111,,Analyze case chronology re compliance with local rules,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A101,,Strategy conference re case posture re discovery issues with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Revise discovery responses re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Finalize motion submission strategy re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition regarding deposition strategy to {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft mediation brief re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Evaluate removal/remand options regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L110,A105,,Legal research on dispositive issues regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A104,,Review document vendor output for production issues re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A112,,Review trial exhibit list regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L110,A102,,Meet and confer with opposing counsel regarding expert strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L110,A113,,Review correspondence for litigation strategy regarding expert strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A110,,Review and summarize deposition transcript re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare interrogatories and RFPs regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A104,,Track discovery deficiencies regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A106,,Mentor Associate on brief structure regarding procedural strategy,Partner,N,N,N,N,,,,,,,
