LINE_ITEM_TYPE,TASK_CODE,ACTIVITY_CODE,EXPENSE_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE,MISMATCH,PROHIBITED_ADMIN,MIN_AMOUNT,MAX_AMOUNT,MIN_UNITS,MAX_UNITS,UNIT_COST,RECEIPT_REQUIRED,GENERATE_RECEIPT
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning fraud carve-outs for the target company in a reverse triangular merger involving a professional services business with material operations in Ireland; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing indemnification provisions for the buyer in a tender offer involving a professional services business with material operations in the United Kingdom; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing interim operating covenants for the private equity sponsor in a public company merger involving a telecommunications business with material operations in the Netherlands; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for representations and warranties for the private equity sponsor in a divestiture involving a data analytics business with material operations in Singapore; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of purchase price adjustment provisions for the strategic acquirer in a reverse triangular merger involving a SaaS business with material operations in California; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing seller disclosure obligations for the target company in a divestiture involving a e-commerce business with material operations in Delaware; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning fundamental representations with opposing counsel for the target company in a cross-border acquisition involving a healthcare services business with material operations in Massachusetts; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fraud carve-outs for the seller in a strategic acquisition involving a insurance business with material operations in California; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning material adverse effect definition for the private equity sponsor in a private equity acquisition involving a fintech business with material operations in California; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of material adverse effect definition for the private equity sponsor in a private equity acquisition involving a renewable energy business with material operations in Singapore; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning restrictive covenants in the acquisition agreement for the buyer in a minority investment with acquisition rights involving a consumer products business with material operations in Illinois; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning closing conditions for the strategic acquirer in a strategic acquisition involving a SaaS business with material operations in Australia; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for purchase price adjustment provisions for the buyer in a divestiture involving a SaaS business with material operations in Ireland; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing escrow mechanics for the private equity sponsor in a cross-border acquisition involving a data analytics business with material operations in Texas; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning interim operating covenants for the strategic acquirer in a management buyout involving a enterprise software business with material operations in Japan; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing interim operating covenants for the private equity sponsor in a stock purchase involving a renewable energy business with material operations in Illinois; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning closing conditions for the target company in a divestiture involving a fintech business with material operations in Singapore; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing purchase price adjustment provisions for the strategic acquirer in a stock purchase involving a biotechnology business with material operations in Ireland; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning fraud carve-outs for the seller in a divestiture involving a semiconductors business with material operations in Canada; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fraud carve-outs for the strategic acquirer in a minority investment with acquisition rights involving a food and beverage business with material operations in the United Kingdom; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning restrictive covenants in the acquisition agreement for the seller in a going-private transaction involving a healthcare services business with material operations in the Netherlands; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning fundamental representations for the buyer in a reverse triangular merger involving a cybersecurity business with material operations in the Netherlands; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning representations and warranties for the strategic acquirer in a going-private transaction involving a logistics business with material operations in Ireland; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning fundamental representations for the seller in a reverse triangular merger involving a food and beverage business with material operations in Massachusetts; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing representations and warranties for the target company in a going-private transaction involving a SaaS business with material operations in Illinois; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning closing conditions for the seller in a carve-out acquisition involving a fintech business with material operations in Japan; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing closing deliverables provisions for the private equity sponsor in a minority investment with acquisition rights involving a insurance business with material operations in California; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for specific performance provisions for the private equity sponsor in a tender offer involving a biotechnology business with material operations in Delaware; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning tax covenant provisions for the buyer in a going-private transaction involving a fintech business with material operations in Singapore; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for material adverse effect definition for the strategic acquirer in a public company merger involving a food and beverage business with material operations in Texas; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of termination rights for the buyer in a asset purchase involving a fintech business with material operations in Illinois; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for fraud carve-outs for the target company in a going-private transaction involving a specialty chemicals business with material operations in California; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning tax covenant provisions for the strategic acquirer in a bolt-on acquisition involving a insurance business with material operations in Illinois; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning fraud carve-outs for the buyer in a going-private transaction involving a fintech business with material operations in Ireland; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning insurance provisions with opposing counsel for the buyer in a divestiture involving a food and beverage business with material operations in Illinois; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fundamental representations for the strategic acquirer in a sale of a business division involving a industrial manufacturing business with material operations in Singapore; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for fraud carve-outs for the private equity sponsor in a asset purchase involving a food and beverage business with material operations in the Netherlands; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for closing deliverables provisions for the target company in a cross-border acquisition involving a insurance business with material operations in California; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning fundamental representations with opposing counsel for the target company in a asset purchase involving a biotechnology business with material operations in Delaware; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning indemnification provisions for the buyer in a tender offer involving a medical devices business with material operations in Singapore; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing purchase price adjustment provisions for the target company in a management buyout involving a semiconductors business with material operations in New York; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of specific performance provisions for the private equity sponsor in a tender offer involving a semiconductors business with material operations in Ireland; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing insurance provisions for the seller in a strategic acquisition involving a renewable energy business with material operations in the Netherlands; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning survival periods for the buyer in a divestiture involving a healthcare services business with material operations in Singapore; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning survival periods for the buyer in a divestiture involving a healthcare services business with material operations in Massachusetts; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of interim operating covenants for the target company in a going-private transaction involving a SaaS business with material operations in the Netherlands; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning restrictive covenants in the acquisition agreement for the private equity sponsor in a bolt-on acquisition involving a biotechnology business with material operations in California; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning indemnification provisions with opposing counsel for the seller in a reverse triangular merger involving a biotechnology business with material operations in Singapore; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning purchase price adjustment provisions for the seller in a management buyout involving a insurance business with material operations in the Netherlands; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing representations and warranties for the target company in a tender offer involving a food and beverage business with material operations in France; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning specific performance provisions for the private equity sponsor in a public company merger involving a automotive technology business with material operations in Australia; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning indemnification provisions for the target company in a going-private transaction involving a specialty chemicals business with material operations in Delaware; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning survival periods for the private equity sponsor in a stock purchase involving a renewable energy business with material operations in Texas; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing restrictive covenants in the acquisition agreement for the private equity sponsor in a stock purchase involving a food and beverage business with material operations in Japan; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing tax covenant provisions for the strategic acquirer in a sale of a business division involving a automotive technology business with material operations in France; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing material adverse effect definition for the strategic acquirer in a minority investment with acquisition rights involving a renewable energy business with material operations in Illinois; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for indemnification provisions for the target company in a minority investment with acquisition rights involving a SaaS business with material operations in the Netherlands; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of earnout provisions for the strategic acquirer in a management buyout involving a e-commerce business with material operations in California; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for interim operating covenants for the strategic acquirer in a carve-out acquisition involving a specialty chemicals business with material operations in Singapore; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning representations and warranties for the private equity sponsor in a tender offer involving a industrial manufacturing business with material operations in the Netherlands; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fraud carve-outs for the seller in a public company merger involving a semiconductors business with material operations in Australia; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for purchase price adjustment provisions for the target company in a divestiture involving a food and beverage business with material operations in the Netherlands; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning insurance provisions with opposing counsel for the buyer in a private equity acquisition involving a logistics business with material operations in France; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning survival periods with opposing counsel for the buyer in a cross-border acquisition involving a data analytics business with material operations in New York; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of closing conditions for the private equity sponsor in a going-private transaction involving a enterprise software business with material operations in Japan; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fraud carve-outs for the strategic acquirer in a asset purchase involving a insurance business with material operations in Ireland; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fraud carve-outs for the private equity sponsor in a sale of a business division involving a SaaS business with material operations in Texas; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing specific performance provisions for the buyer in a strategic acquisition involving a e-commerce business with material operations in Japan; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing specific performance provisions for the seller in a reverse triangular merger involving a enterprise software business with material operations in Australia; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning fundamental representations with opposing counsel for the buyer in a cross-border acquisition involving a e-commerce business with material operations in Ireland; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of interim operating covenants for the target company in a strategic acquisition involving a e-commerce business with material operations in Ireland; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing closing conditions for the buyer in a cross-border acquisition involving a telecommunications business with material operations in Australia; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of closing conditions for the seller in a private equity acquisition involving a telecommunications business with material operations in the Netherlands; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning escrow mechanics for the buyer in a minority investment with acquisition rights involving a renewable energy business with material operations in Massachusetts; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning interim operating covenants for the private equity sponsor in a tender offer involving a data analytics business with material operations in Singapore; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing fundamental representations for the strategic acquirer in a tender offer involving a professional services business with material operations in Delaware; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning closing conditions for the seller in a asset purchase involving a automotive technology business with material operations in Illinois; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for fundamental representations for the strategic acquirer in a going-private transaction involving a food and beverage business with material operations in Australia; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning closing conditions for the private equity sponsor in a tender offer involving a professional services business with material operations in the Netherlands; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing fraud carve-outs for the seller in a management buyout involving a insurance business with material operations in the United Kingdom; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of escrow mechanics for the target company in a asset purchase involving a industrial manufacturing business with material operations in Singapore; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of indemnification provisions for the strategic acquirer in a strategic acquisition involving a healthcare services business with material operations in California; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning tax covenant provisions for the seller in a sale of a business division involving a SaaS business with material operations in Massachusetts; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning material adverse effect definition with opposing counsel for the private equity sponsor in a reverse triangular merger involving a medical devices business with material operations in Germany; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing representations and warranties for the seller in a bolt-on acquisition involving a food and beverage business with material operations in Singapore; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning fundamental representations with opposing counsel for the seller in a statutory merger involving a specialty chemicals business with material operations in New York; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fraud carve-outs for the strategic acquirer in a statutory merger involving a e-commerce business with material operations in California; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of tax covenant provisions for the target company in a bolt-on acquisition involving a e-commerce business with material operations in France; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for earnout provisions for the strategic acquirer in a tender offer involving a e-commerce business with material operations in California; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing survival periods for the private equity sponsor in a carve-out acquisition involving a fintech business with material operations in Australia; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for survival periods for the strategic acquirer in a bolt-on acquisition involving a professional services business with material operations in Singapore; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning closing conditions with opposing counsel for the buyer in a statutory merger involving a industrial manufacturing business with material operations in Canada; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing representations and warranties for the seller in a sale of a business division involving a telecommunications business with material operations in California; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of specific performance provisions for the strategic acquirer in a going-private transaction involving a logistics business with material operations in Japan; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fundamental representations for the buyer in a private equity acquisition involving a healthcare services business with material operations in Texas; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning closing conditions for the buyer in a statutory merger involving a insurance business with material operations in Massachusetts; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning representations and warranties for the private equity sponsor in a stock purchase involving a data analytics business with material operations in California; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning survival periods with opposing counsel for the strategic acquirer in a carve-out acquisition involving a cybersecurity business with material operations in France; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning closing conditions for the seller in a statutory merger involving a insurance business with material operations in Canada; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning representations and warranties with opposing counsel for the target company in a sale of a business division involving a logistics business with material operations in Japan; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning fundamental representations for the target company in a stock purchase involving a medical devices business with material operations in Canada; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing closing conditions for the seller in a carve-out acquisition involving a semiconductors business with material operations in Germany; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for interim operating covenants for the seller in a public company merger involving a cybersecurity business with material operations in the Netherlands; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning closing deliverables provisions for the seller in a sale of a business division involving a healthcare services business with material operations in Massachusetts; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning purchase price adjustment provisions with opposing counsel for the strategic acquirer in a stock purchase involving a automotive technology business with material operations in Singapore; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fundamental representations for the strategic acquirer in a statutory merger involving a professional services business with material operations in Texas; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for insurance provisions for the buyer in a minority investment with acquisition rights involving a biotechnology business with material operations in the United Kingdom; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning termination rights for the seller in a sale of a business division involving a logistics business with material operations in the United Kingdom; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing specific performance provisions for the strategic acquirer in a going-private transaction involving a professional services business with material operations in Canada; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning purchase price adjustment provisions for the seller in a sale of a business division involving a cybersecurity business with material operations in California; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning indemnification provisions with opposing counsel for the seller in a management buyout involving a biotechnology business with material operations in Australia; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning representations and warranties for the strategic acquirer in a statutory merger involving a biotechnology business with material operations in Australia; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning specific performance provisions for the buyer in a private equity acquisition involving a semiconductors business with material operations in Massachusetts; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning indemnification provisions for the buyer in a strategic acquisition involving a renewable energy business with material operations in New York; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing representations and warranties for the private equity sponsor in a stock purchase involving a SaaS business with material operations in Ireland; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fraud carve-outs for the buyer in a public company merger involving a food and beverage business with material operations in Canada; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing fraud carve-outs for the buyer in a stock purchase involving a medical devices business with material operations in Texas; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning material adverse effect definition with opposing counsel for the strategic acquirer in a stock purchase involving a SaaS business with material operations in the Netherlands; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning interim operating covenants with opposing counsel for the seller in a carve-out acquisition involving a SaaS business with material operations in the Netherlands; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing insurance provisions for the private equity sponsor in a sale of a business division involving a specialty chemicals business with material operations in California; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning closing deliverables provisions for the strategic acquirer in a divestiture involving a semiconductors business with material operations in Texas; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning closing deliverables provisions for the target company in a asset purchase involving a e-commerce business with material operations in Germany; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning interim operating covenants with opposing counsel for the target company in a private equity acquisition involving a food and beverage business with material operations in Texas; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning material adverse effect definition for the strategic acquirer in a going-private transaction involving a SaaS business with material operations in New York; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning earnout provisions with opposing counsel for the strategic acquirer in a asset purchase involving a renewable energy business with material operations in Massachusetts; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing termination rights for the strategic acquirer in a public company merger involving a professional services business with material operations in Singapore; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning representations and warranties with opposing counsel for the seller in a bolt-on acquisition involving a automotive technology business with material operations in France; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning closing conditions for the buyer in a asset purchase involving a telecommunications business with material operations in Massachusetts; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing insurance provisions for the strategic acquirer in a divestiture involving a consumer products business with material operations in Germany; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning survival periods for the seller in a management buyout involving a medical devices business with material operations in Texas; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A104,,Review counterparty comments to acquisition agreement concerning closing conditions for the strategic acquirer in a strategic acquisition involving a fintech business with material operations in Australia; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning termination rights for the buyer in a bolt-on acquisition involving a semiconductors business with material operations in Singapore; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for material adverse effect definition for the buyer in a private equity acquisition involving a semiconductors business with material operations in Texas; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning purchase price adjustment provisions for the strategic acquirer in a statutory merger involving a insurance business with material operations in California; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
